id,pos,CLASS_STAR,PSF_e1,PSF_e2,scalelength,model_flux,MAG_u,MAG_g,MAG_r,MAG_i,MAG_z
W2p1p3_5759,134.87186940000007 -1.9047350890000156,0.00653083,0.0203,0.0158,2.7006,14.9,25.7319,-99.0,24.0164,22.8844,22.0672
W2p1p3_5763,134.25949990000012 -1.9046511400000077,0.683426,0.0181,-0.0138,1.0287,4.2,25.8417,25.6082,25.031,24.3271,24.4094
W2p1p3_5764,134.6591099999999 -1.904667023999997,0.0120713,0.0257,0.005,2.1505,12.7,99.0,25.7109,24.2093,22.9253,22.2104
W2p1p3_5765,134.31770110000002 -1.9046635350000083,0.240903,0.015,-0.0124,0.7616,6.1,24.5135,24.4625,24.1635,23.8797,23.7648
W2p1p3_5770,134.67584000000002 -1.904601639999998,0.239779,0.0261,0.0049,0.7753,5.1,24.4585,24.1837,24.147,24.0388,24.1862
W2p1p3_5771,134.0226811999997 -1.905143823000013,0.0272374,0.0134,-0.0693,2.0117,39.0,23.3064,22.8278,22.11,21.6122,21.5017
W2p1p3_5773,134.4432449999998 -1.9046162970000116,0.534417,0.0193,-0.0043,0.8705,6.4,24.5234,23.7744,23.5997,23.5632,24.1353
W2p1p3_5775,134.9252236000002 -1.9046071000000064,0.0521342,0.0078,0.0252,1.2339,25.7,23.6925,23.0488,22.3521,22.122,21.8314
W2p1p3_5776,134.5527267999998 -1.9046112479999848,0.728445,0.0127,0.0016,1.0024,5.3,26.032,25.0072,24.4126,23.9209,23.9945
W2p1p3_5783,134.29971590000002 -1.9045412240000028,0.0117222,0.0148,-0.0137,1.9772,5.2,25.2608,24.6375,24.6413,24.2285,24.0575
W2p1p3_5785,134.70395059999993 -1.9044992990000145,0.301392,0.027,0.0053,1.1341,6.4,24.9514,24.0865,23.9531,23.8252,24.021
W2p1p3_5790,134.81849639999987 -1.9044625360000207,0.11242,0.0244,0.0092,2.4502,8.2,24.6073,24.2384,23.9636,23.5842,23.2655
W2p1p3_5792,134.58783919999996 -1.904503923999991,0.350955,0.0238,0.0047,1.0564,6.9,99.0,25.6594,24.3376,23.7668,23.2115
W2p1p3_5793,134.87867889999978 -1.9044026339999998,0.578475,0.0202,0.017,2.7419,5.5,24.4271,24.2903,23.9197,23.3585,23.1283
W2p1p3_5794,134.36989299999996 -1.9044233700000226,0.623623,0.0155,-0.0088,0.7125,3.9,99.0,25.8645,24.8836,24.4147,23.7631
W2p1p3_5795,134.5139246000002 -1.9044488780000228,0.59735,0.0127,-0.001,0.5352,3.7,24.4504,24.2686,24.3004,24.154,23.7897
W2p1p3_5796,134.44128539999988 -1.9044088860000032,0.609742,0.0193,-0.0044,1.8985,4.6,25.7316,25.1612,24.3841,24.4439,24.3126
W2p1p3_5799,134.3376120999998 -1.9043974889999946,0.00676532,0.0152,-0.011,2.9589,12.1,24.9939,24.7494,23.9259,23.0506,22.643
W2p1p3_5808,134.8899106 -1.9042940740000205,0.417334,0.0148,0.0198,1.3287,4.2,25.0045,24.7687,24.4992,23.865,23.6987
W2p1p3_5819,134.38752609999975 -1.904264175000023,0.925885,0.0157,-0.0076,0.3855,5.7,99.0,26.9845,25.6208,23.79,22.8454
W2p1p3_5824,134.7697318999998 -1.9042138950000238,0.049549,0.0244,0.0085,2.5082,5.5,24.6527,24.4975,24.3461,23.9046,23.6349
W2p1p3_5826,134.2199151999998 -1.904206813999997,0.732141,0.0125,-0.0242,1.0114,4.0,25.5473,25.1953,24.8153,24.2972,24.0942
W2p1p3_5827,134.15967539999997 -1.904492902,0.0179666,0.0097,-0.0343,1.742,22.1,24.2032,23.7763,22.8197,22.2626,21.9512
W2p1p3_5828,134.01027460000017 -1.9041187859999769,0.447634,0.0153,-0.0723,1.1499,3.0,25.318,25.0906,25.2542,24.5532,24.09
W2p1p3_5836,134.03810509999983 -1.9040828949999902,0.691717,0.0111,-0.0653,1.8241,4.4,25.1213,24.8612,24.5056,24.2988,23.6596
W2p1p3_5838,134.17213130000002 -1.9040826610000159,0.808182,0.0097,-0.032,0.3026,9.5,26.5003,25.7447,24.2716,23.1783,22.6889
W2p1p3_5842,134.64087979999977 -1.9041043189999929,0.313688,0.0248,0.0048,1.2523,3.7,25.2468,24.8699,24.7583,24.4838,24.1868
W2p1p3_5845,134.57966880000023 -1.904081250000007,0.0848192,0.0237,0.0045,1.2712,4.9,25.0625,24.841,24.7393,24.1008,23.7196
W2p1p3_5846,134.79551620000026 -1.904034143999998,0.510729,0.0242,0.0089,2.0874,5.9,25.8106,24.8424,24.7712,24.3171,24.0158
W2p1p3_5854,134.71916169999992 -1.9040666459999986,0.00858643,0.0272,0.0053,4.0339,17.6,24.2495,23.8868,23.3384,22.6072,22.2295
W2p1p3_5858,134.1856819 -1.9039993190000102,0.165454,0.0036,-0.0338,1.0498,7.9,25.1363,24.5345,23.7961,23.4517,23.4167
W2p1p3_5859,134.90809640000006 -1.903983997000009,0.936683,0.009,0.0225,0.0,26.4,25.6936,23.453,22.5535,22.1055,21.8459
W2p1p3_5861,134.6304012999998 -1.9055109080000079,0.028629,0.0244,0.0046,2.8751,98.0,21.9497,21.0592,20.8002,20.6006,20.4699
W2p1p3_5864,134.34145979999983 -1.9039805400000176,0.794534,0.0153,-0.0107,0.706,3.9,24.9481,24.6152,24.3232,24.2882,24.3847
W2p1p3_5865,134.89501120000017 -1.9040685760000182,0.0120782,0.0195,0.0189,2.6394,12.8,25.0305,24.5656,23.7831,22.7679,22.2988
W2p1p3_5870,134.79562099999993 -1.9038745350000161,0.658658,0.0242,0.0089,2.1273,6.0,25.8468,24.8079,24.6462,24.2761,24.0564
W2p1p3_5872,134.3762946000002 -1.903931435999983,0.130087,0.0157,-0.0083,2.3996,5.8,25.0365,24.6622,23.8461,23.7428,23.7227
W2p1p3_5873,134.87559400000006 -1.903864125999984,0.697698,0.0271,0.0156,0.7498,2.8,25.8431,25.6321,24.7103,24.3704,24.5651
W2p1p3_5876,134.82807070000024 -1.903862676000016,0.751356,0.0242,0.0092,2.1535,5.4,25.9704,24.9974,24.4939,24.2253,99.0
W2p1p3_5882,134.6254668999998 -1.9038787990000159,0.0150725,0.0245,0.0045,1.8943,14.7,23.7378,23.5807,23.3967,22.7789,22.6016
W2p1p3_5888,134.34625129999986 -1.903845863000001,0.227764,0.0063,-0.014,1.2036,8.8,27.1562,26.4486,24.5115,23.1722,22.1818
W2p1p3_5897,134.20002820000005 -1.9037015829999877,0.692106,0.0122,-0.0265,2.3179,4.3,25.6332,25.4863,25.2565,24.3915,24.0511
W2p1p3_5902,134.67613409999998 -1.9037033490000228,0.624265,0.0262,0.0049,1.3921,3.6,26.0054,25.6415,25.0224,24.5157,24.6551
W2p1p3_5903,134.64246939999978 -1.9036972240000274,0.262947,0.0249,0.0048,0.6669,4.2,26.0847,25.7094,25.1648,24.37,24.4575
W2p1p3_5906,134.65305929999994 -1.9037659269999763,0.0169805,0.0154,0.0039,1.6714,18.3,24.7987,24.1382,23.4988,22.5675,22.3137
W2p1p3_5910,134.88205979999978 -1.9036131819999853,0.543928,0.015,0.0187,0.8627,3.2,99.0,99.0,25.6885,24.4514,24.3501
W2p1p3_5918,134.8654797999998 -1.9056093699999797,0.0284955,0.0271,0.0143,4.9136,102.7,22.5831,-99.0,20.9208,20.6224,20.2986
W2p1p3_5919,134.75724190000005 -1.903671957999988,0.00795515,0.0246,0.0082,2.3682,9.4,24.8764,24.1332,23.553,23.4595,23.3832
W2p1p3_5920,134.31045719999975 -1.9036312800000184,0.0361349,0.015,-0.0129,1.6236,7.5,25.5337,24.9362,23.9626,23.5814,23.2152
W2p1p3_5924,134.81388819999992 -1.9035223330000222,0.665587,0.0246,0.0091,0.7816,2.6,25.0062,24.9096,24.9419,24.5154,24.3742
W2p1p3_5926,134.64969490000018 -1.9035582120000039,0.720212,0.0251,0.005,0.8434,3.4,25.4734,25.378,24.8972,24.5835,99.0
W2p1p3_5927,134.75549679999986 -1.9040086549999775,0.0345063,0.0245,0.0081,1.4043,52.9,22.7538,22.1624,21.51,21.2894,21.1478
W2p1p3_5930,134.7905564000003 -1.9035609720000182,0.0361687,0.0243,0.0089,1.6581,4.5,24.8791,24.6637,24.3733,24.0951,23.6617
W2p1p3_5933,134.7801047999998 -1.9048117050000208,0.967043,0.0127,0.0093,0.0,94.3,24.0356,22.1823,21.1197,20.5979,20.3583
W2p1p3_5934,134.34850210000022 -1.9041113659999938,0.981306,0.0153,-0.0103,0.0,69.4,25.2358,23.0638,21.8345,21.0126,20.5894
W2p1p3_5937,134.40571199999985 -1.9035432399999983,0.814342,0.0194,-0.0067,1.6591,3.8,99.0,99.0,24.9746,24.0379,24.2104
W2p1p3_5938,134.71570390000022 -1.9035164570000018,0.388072,0.0273,0.0053,1.1598,5.6,25.1117,24.9134,24.5831,23.8848,23.4748
W2p1p3_5943,134.89721300000016 -1.9034012489999985,0.798223,0.0195,0.0191,0.4812,6.1,99.0,99.0,25.304,23.7576,23.0752
W2p1p3_5945,134.73686459999985 -1.903679428000021,0.966178,0.013,0.008,0.2162,35.3,26.2302,24.1499,22.9541,21.7275,21.2789
W2p1p3_5954,134.52199999999988 -1.9041998109999922,0.0161038,0.0281,0.0057,2.5733,30.6,23.5506,22.9597,22.0869,21.761,21.5589
W2p1p3_5961,134.51511160000015 -1.905221367000026,0.983067,0.0149,-0.0014,0.2951,330.3,21.5503,20.1102,19.5569,19.2686,19.1449
W2p1p3_5962,134.7239078 -1.9033250009999902,0.520534,0.0468,0.0061,0.9945,13.2,23.7472,23.3689,23.2691,22.8413,22.5207
W2p1p3_5965,134.4767401000001 -1.903363669999999,0.966852,0.0193,-0.0024,0.0,8.5,99.0,25.5397,24.3242,23.4571,23.051
W2p1p3_5967,134.33166920000016 -1.9055826360000157,0.0285201,0.015,-0.0115,3.9903,157.5,22.4737,21.6995,20.5989,20.0452,19.6697
W2p1p3_5974,134.79698829999978 -1.9032227589999862,0.522337,0.0243,0.0089,1.2246,2.5,24.8815,24.7716,24.5274,24.5737,24.4616
W2p1p3_5977,134.3441278999997 -1.9032657359999903,0.582464,0.0154,-0.0105,1.6196,3.2,25.9373,25.7678,24.8528,24.47,23.8387
W2p1p3_5981,134.75127889999982 -1.9036515619999848,0.981765,0.0187,0.0097,0.0,68.6,26.7222,23.7215,22.5066,21.029,20.3845
W2p1p3_5983,134.35322130000023 -1.9032094620000226,0.567579,0.0155,-0.0099,0.8049,2.8,25.1735,24.8944,24.7994,24.6435,24.2754
W2p1p3_5985,134.38840770000002 -1.9031348669999786,0.170301,0.0159,-0.0075,1.2028,7.0,25.2962,24.605,23.8406,23.6071,23.6642
W2p1p3_5989,134.15798850000007 -1.9033223430000146,0.957985,0.0099,-0.0345,0.0,35.1,27.6808,24.5485,23.2734,21.7441,21.1573
W2p1p3_5990,134.85522300000028 -1.9031193700000062,0.314913,0.021,0.0136,1.7335,4.2,26.4277,26.1061,25.3937,24.558,24.7564
W2p1p3_5991,134.58308950000006 -1.9031538499999896,0.0425826,0.0238,0.0045,2.6984,21.2,26.0439,24.0693,22.8661,22.3407,22.0976
W2p1p3_5993,134.8325327 -1.9030787859999847,0.0967591,0.0504,0.0062,2.0958,8.4,24.8604,24.4256,24.0711,23.7054,24.2528
W2p1p3_5994,134.6644839999998 -1.9031138040000042,0.0804572,0.0261,0.0048,1.4819,10.5,24.963,24.3214,23.5544,23.2057,23.0128
W2p1p3_5998,134.82198920000025 -1.9032752790000178,0.982088,0.0244,0.0092,0.0,43.2,99.0,24.1681,22.9427,21.5523,20.9235
W2p1p3_6000,134.1590118999998 -1.9030180450000223,0.643156,0.0099,-0.0342,0.7968,6.1,24.895,24.4195,23.8939,23.6966,23.136
W2p1p3_6006,134.92719940000015 -1.9029442530000182,0.559285,0.0187,0.0224,0.8019,3.1,25.7664,25.6779,25.4075,24.6271,24.2204
W2p1p3_6008,134.8114662000001 -1.903061632999996,0.00680306,0.0245,0.009,2.5946,11.4,24.2815,24.0132,23.4789,23.1451,22.9863
W2p1p3_6009,134.53543459999997 -1.9029589620000082,0.454227,0.0224,0.0029,1.0315,4.8,99.0,99.0,25.2594,23.9744,23.1609
W2p1p3_6014,134.0383823 -1.9028503130000196,0.0134989,0.0112,-0.0649,1.3811,10.6,24.2263,23.6351,23.2856,23.1608,23.0723
W2p1p3_6018,134.37934130000016 -1.9028774069999945,0.118645,0.0158,-0.0081,1.5919,6.7,24.7612,24.7816,24.0001,23.7113,23.4953
W2p1p3_6022,134.53436889999992 -1.902849108999979,0.0407953,0.0223,0.0028,1.0898,17.9,24.7332,24.0385,23.2972,22.4868,22.1596
W2p1p3_6023,134.80511289999993 -1.9028074719999764,0.624175,0.0242,0.009,0.9947,3.0,24.6602,24.5007,24.4719,24.5954,24.3198
W2p1p3_6027,134.52947579999983 -1.9028199740000002,0.612643,0.0128,3.0E-4,3.0645,5.5,24.916,24.3984,24.3625,24.2438,23.9185
W2p1p3_6028,134.2442751 -1.9031580579999883,0.0203217,0.0131,-0.0212,1.4951,15.8,24.018,23.6594,23.279,22.6226,22.4811
W2p1p3_6029,134.22228159999983 -1.9042710959999813,0.0239412,0.0125,-0.0239,3.3409,30.8,23.9223,22.9972,22.2189,21.8377,21.5541
W2p1p3_6038,134.56310560000003 -1.9031979030000135,0.0191959,0.0232,0.0039,4.2679,33.2,23.585,23.1057,22.5817,21.7214,21.3736
W2p1p3_6051,134.02749459999998 -1.9026246830000237,0.399496,0.0126,-0.0675,0.4964,3.7,25.3627,24.8751,24.4248,24.4445,24.1512
W2p1p3_6053,134.1661067999998 -1.9037248720000055,0.979321,0.0098,-0.033,0.0,137.7,24.3259,22.2161,21.1089,20.2347,19.8227
W2p1p3_6057,134.7253093000002 -1.9026214250000084,0.713448,0.0536,0.0044,0.809,4.6,25.0526,24.3927,24.4092,24.1041,24.0048
W2p1p3_6060,134.5957341000002 -1.9026439039999763,0.0563932,0.0242,0.0049,1.2538,16.8,24.9839,23.9361,22.9858,22.5789,22.2736
W2p1p3_6063,134.3823884999998 -1.9025881649999916,0.0868443,0.0247,-0.0049,1.4122,5.1,25.3419,25.1446,24.702,24.026,24.3085
W2p1p3_6064,134.3582328 -1.9026049909999783,0.113859,0.0207,-0.0055,3.0563,7.3,25.9685,25.3703,24.4001,23.5141,22.8372
W2p1p3_6083,134.37567889999988 -1.9024682509999824,0.538867,0.0158,-0.0083,1.3164,7.1,25.0198,24.5405,23.7903,23.5931,23.398
W2p1p3_6084,134.56181740000025 -1.902618322999991,0.0565497,0.0233,0.0038,1.1434,21.2,25.5172,23.9839,23.2158,22.1337,21.7241
W2p1p3_6085,134.50393520000014 -1.902435150999983,0.771402,0.0291,8.0E-4,0.9951,3.9,99.0,99.0,25.0841,24.0279,24.1081
W2p1p3_6086,134.30700620000013 -1.9024491919999846,0.766539,0.0151,-0.013,1.4725,5.2,25.4853,24.9547,24.2888,24.0492,24.1789
W2p1p3_6090,134.39860820000004 -1.902400097000006,0.544733,0.0445,0.0032,0.0,3.5,25.3178,25.1809,24.8933,24.3167,99.0
W2p1p3_6094,134.72088719999974 -1.9023657089999872,0.327137,0.0274,0.0053,1.4988,5.3,25.4172,25.1355,24.8018,24.0551,23.6682
W2p1p3_6095,134.50201909999998 -1.902359723,0.895239,0.0193,-0.0011,0.5383,10.5,99.0,25.1983,23.8609,22.995,22.8742
W2p1p3_6096,134.77553299999997 -1.9023554190000234,0.187194,0.0246,0.0086,1.6949,5.4,24.0491,23.8698,23.7623,23.5305,23.0616
W2p1p3_6099,134.24640520000017 -1.9023154630000136,0.387613,0.0132,-0.0209,1.0213,4.9,24.2657,23.9899,23.9842,24.0027,23.8712
W2p1p3_6104,134.21043559999993 -1.9022796759999911,0.529935,0.0125,-0.0251,0.9455,3.0,25.5383,25.0416,24.8785,24.6496,24.3547
W2p1p3_6105,134.71825669999996 -1.90284034400001,0.977633,0.032,0.0046,0.0,63.8,25.839,23.3648,22.2132,21.096,20.6364
W2p1p3_6106,134.1577363000003 -1.9022468860000046,0.442672,0.01,-0.0344,1.8501,6.0,24.4008,24.2517,24.1141,23.8588,23.8314
W2p1p3_6107,134.2167355000001 -1.902288845000019,0.728558,0.0126,-0.0244,0.8451,3.2,26.572,26.3545,25.9951,24.6458,24.1207
W2p1p3_6109,134.2741724000002 -1.9022677199999896,0.158786,0.0138,-0.0176,1.1883,7.3,25.8252,25.0523,23.9406,23.517,23.1326
W2p1p3_6110,134.75866440000007 -1.9023157239999935,0.0462477,0.0247,0.0082,1.1115,13.9,24.1463,23.7581,23.2878,22.8098,22.8469
W2p1p3_6111,134.7104193000003 -1.9022705300000018,0.975947,0.0273,0.0053,0.2302,15.4,99.0,25.9593,24.336,22.7111,22.1289
W2p1p3_6114,134.02242410000014 -1.9021847079999874,0.567737,0.0138,-0.0686,1.5188,3.9,25.2891,24.8007,24.6955,24.3049,23.9103
W2p1p3_6116,134.42463059999994 -1.902243727999986,0.788714,0.0195,-0.0052,0.4907,3.4,24.4958,24.2736,24.3213,24.2632,23.8985
W2p1p3_6119,134.00692970000017 -1.902122400999984,0.559478,0.0198,-0.0679,0.8094,3.4,25.9101,25.203,24.8802,24.4226,24.7594
W2p1p3_6120,134.92314460000014 -1.902089124999995,0.164612,0.0184,0.0219,0.6455,6.3,25.7821,25.022,24.2298,23.9017,23.7888
W2p1p3_6123,134.7522453999998 -1.9021757019999777,0.300553,0.035,0.0082,1.6713,17.6,25.609,24.441,23.6235,22.6215,22.0684
W2p1p3_6124,134.71313960000018 -1.9021756819999864,0.300845,0.0274,0.0053,1.0117,4.9,25.6559,24.4097,23.9662,23.8593,24.0072
W2p1p3_6127,134.43151109999977 -1.9032376179999773,0.980762,0.0194,-0.0049,0.2904,166.4,22.1171,20.7901,20.287,20.0373,19.9098
W2p1p3_6130,134.8831005 -1.902093829000017,0.435668,0.0204,0.0173,1.0882,4.6,26.0318,25.7991,24.5918,23.8131,23.1237
W2p1p3_6132,134.7303615000002 -1.9020842520000092,0.758746,-0.0023,0.0051,0.6223,6.3,26.1293,25.0185,24.0696,23.8478,23.474
W2p1p3_6133,134.86062949999976 -1.9020643259999892,0.0858651,0.021,0.0142,1.5785,8.9,25.3095,24.9349,24.0709,23.366,22.9071
W2p1p3_6142,134.8457425 -1.9026953719999928,0.040238,0.0213,0.0124,1.7768,46.5,24.6058,23.0232,21.8645,21.3368,21.0108
W2p1p3_6143,134.1965906999999 -1.9020048379999968,0.689972,0.0123,-0.0267,1.8348,4.5,25.5134,24.773,24.5958,24.1222,23.6921
W2p1p3_6144,134.3601438999997 -1.9020395799999779,0.529873,0.0157,-0.0093,0.7182,4.5,26.7814,26.6423,25.2903,24.1937,23.5794
W2p1p3_6151,134.52723269999993 -1.9019302410000258,0.096179,0.0222,0.0025,1.2534,8.7,24.5172,24.2338,23.865,23.4144,23.2163
W2p1p3_6152,134.28034320000006 -1.9018997599999914,0.741934,0.014,-0.0169,0.6526,4.1,24.8811,24.3536,24.3588,23.9919,23.7494
W2p1p3_6155,134.6742373000001 -1.9018493140000237,0.117727,0.0264,0.0049,2.4832,5.5,25.77,25.0803,24.3205,24.0413,23.8707
W2p1p3_6156,134.15324570000027 -1.9018667290000102,0.488502,0.0101,-0.0351,1.2074,3.2,25.7878,25.7362,25.0787,24.4715,99.0
W2p1p3_6157,134.24048680000018 -1.9018486349999963,0.726948,0.0131,-0.0216,1.1773,3.8,25.6304,25.3021,24.7803,24.5353,24.8274
W2p1p3_6159,134.4062842999999 -1.9019377419999803,0.0415318,0.0281,-0.0052,1.5156,17.4,24.0688,23.7259,23.1205,22.5791,22.4301
W2p1p3_6169,134.37405039999982 -1.9018205049999781,0.749336,0.0159,-0.0084,0.7501,4.4,24.6279,24.4975,24.3554,23.9131,23.587
W2p1p3_6170,134.3509288999998 -1.901829404999988,0.502126,0.0156,-0.0099,1.0734,8.3,25.442,25.1724,24.2465,23.4137,22.5456
W2p1p3_6177,134.37245780000023 -1.9017514390000174,0.460111,0.0158,-0.0085,0.8317,4.8,26.1942,25.368,24.3651,24.0643,23.5905
W2p1p3_6193,134.29473900000016 -1.9024895629999894,0.982233,0.0063,-0.0177,0.0,124.5,25.6438,22.7936,21.5074,20.3632,19.8395
W2p1p3_6194,134.6931428999998 -1.901623692000014,0.12985,0.0271,0.0052,3.2091,7.4,24.6505,24.5054,24.2236,23.7485,23.593
W2p1p3_6202,134.82211019999997 -1.901632960000027,0.14846,0.0345,0.0073,2.0655,19.7,25.3483,24.9325,23.7525,22.4815,21.8058
W2p1p3_6203,134.53519030000012 -1.901591755000009,0.0269467,0.0225,0.0028,1.1595,9.8,99.0,99.0,24.4737,23.0772,22.1767
W2p1p3_6206,134.64023660000026 -1.902289683,0.0164723,0.025,0.0048,3.6179,25.1,24.8099,23.7038,22.6474,22.1876,22.0958
W2p1p3_6209,134.01830189999984 -1.9014965100000067,0.621009,0.0149,-0.0696,1.235,3.4,25.5023,25.2568,25.0035,24.2574,24.1519
W2p1p3_6217,134.50203040000025 -1.9015013819999749,0.120746,0.0194,-0.0011,0.6923,6.4,25.5542,24.8049,24.3499,23.7057,23.4755
W2p1p3_6222,134.92762990000017 -1.9013872349999847,0.8379,0.0189,0.0223,2.5831,13.9,25.5921,25.3811,24.9103,23.1983,22.362
W2p1p3_6223,134.26904770000002 -1.9014562269999942,0.880415,0.005,-0.0221,0.4549,4.7,99.0,26.8799,26.1605,23.9451,23.0327
W2p1p3_6224,134.25465370000015 -1.9014465049999758,0.717364,0.0135,-0.0199,0.5999,4.8,24.3899,24.1494,24.0254,23.8508,23.6873
W2p1p3_6228,134.91576319999993 -1.9013730780000195,0.0150436,0.0269,0.0196,2.5466,8.9,26.3421,25.0379,24.3302,23.387,22.6959
W2p1p3_6230,134.83442959999996 -1.9027174070000228,0.98752,0.0588,0.0061,0.2291,393.4,23.7985,-99.0,20.4377,19.1088,18.5264
W2p1p3_6232,134.85777429999993 -1.9013686370000127,0.597423,0.0212,0.0138,0.6627,3.7,25.545,25.1696,24.9695,24.5631,24.3946
W2p1p3_6236,134.4696842000002 -1.902778756000011,0.0314154,0.0194,-0.0027,3.6211,43.1,26.9638,24.3793,22.7277,21.398,20.7666
W2p1p3_6238,134.89571570000015 -1.9026566930000202,0.030896,0.0197,0.0189,2.0391,84.2,22.4388,21.7051,21.0321,20.7325,20.4561
W2p1p3_6239,134.77516889999978 -1.9013104009999837,0.500375,0.0247,0.0085,1.0819,3.0,26.2532,25.7078,24.8847,24.2397,23.9465
W2p1p3_6240,134.0201393000001 -1.902277740999987,0.0288254,0.0144,-0.069,1.7616,68.5,22.8341,21.7174,21.2423,20.9324,20.7864
W2p1p3_6243,134.43192100000013 -1.9013256270000003,0.469837,0.0195,-0.0048,1.5458,4.0,99.0,25.5319,25.1284,24.3958,99.0
W2p1p3_6244,134.43179250000003 -1.9013502029999731,0.492664,0.0195,-0.0048,1.5517,4.1,99.0,25.8609,25.214,24.4744,99.0
W2p1p3_6245,134.38391190000007 -1.901347099000024,0.820975,0.016,-0.0077,0.4606,3.6,25.7332,25.0877,24.3621,24.3519,24.3201
W2p1p3_6246,134.1744884000001 -1.9013196090000226,0.281209,0.0171,-0.0288,1.042,4.3,25.6819,25.7416,24.8374,24.0412,24.6424
W2p1p3_6247,134.36437779999972 -1.9013521930000126,0.0164637,0.0158,-0.009,1.6362,10.3,23.7999,23.4647,23.3733,23.1772,22.8543
W2p1p3_6249,134.83030209999973 -1.9012585189999849,0.0431987,0.0129,0.0102,1.3726,15.4,23.8704,23.5724,23.0847,22.7483,22.8632
W2p1p3_6258,134.64384509999977 -1.9017073610000226,0.0272898,0.0252,0.0049,1.8513,34.2,24.2144,23.495,22.7821,21.8213,21.5286
W2p1p3_6259,134.4842401000001 -1.9012615420000083,0.522677,0.0195,-0.0019,1.6086,4.2,26.0288,25.2356,24.8588,24.5375,23.8776
W2p1p3_6260,134.4735557000001 -1.9013462259999991,0.0193324,0.0195,-0.0025,2.0779,21.5,24.1998,23.6425,22.922,22.389,22.3275
W2p1p3_6266,134.46727790000023 -1.9011783680000116,0.682243,0.0255,0.0013,0.5995,3.5,99.0,99.0,99.0,24.648,23.2305
W2p1p3_6267,134.14721649999976 -1.901126896000022,0.645145,0.0103,-0.0361,0.8776,3.6,26.6677,26.6555,25.2526,24.3887,23.4151
W2p1p3_6268,134.74022080000012 -1.9010974850000053,0.508221,0.0184,0.006,1.5709,5.2,25.8423,24.7328,24.3954,24.3086,24.2325
W2p1p3_6285,134.48648590000002 -1.9011120439999993,0.0139944,0.0137,-0.0055,1.4034,13.0,24.4106,23.937,23.5496,23.0294,22.2862
W2p1p3_6286,134.82123539999978 -1.9010506429999778,0.858862,0.0247,0.0091,0.0,4.7,25.5729,25.1736,24.4265,24.1673,24.0934
W2p1p3_6291,134.40007709999986 -1.901820349999998,0.0278882,-0.0058,-0.0108,5.3794,72.0,23.3365,22.8244,21.9185,20.8915,20.4279
W2p1p3_6297,134.71879450000012 -1.9012931810000062,0.975442,0.0275,0.0053,0.0,46.7,25.6257,23.5651,22.4329,21.4015,20.9076
W2p1p3_6299,134.41470909999978 -1.9010126000000025,0.804497,0.0195,-0.0058,0.4686,4.2,25.4913,24.757,24.5089,24.3568,24.5751
W2p1p3_6300,134.21564860000012 -1.9009678939999965,0.643974,0.0127,-0.0244,0.0,3.9,99.0,99.0,99.0,24.3491,23.3309
W2p1p3_6301,134.59522509999977 -1.9009211619999875,0.661167,0.0243,0.0049,1.007,3.3,25.4614,25.5121,25.1406,24.4798,24.2005
W2p1p3_6308,134.5298211 -1.9008844420000235,0.74936,0.0223,0.0026,1.0761,5.4,24.8094,24.139,24.0402,23.8933,23.8808
W2p1p3_6309,134.52664500000017 -1.9009041499999906,0.119233,0.0222,0.0025,1.219,5.5,25.2864,25.0902,24.3639,23.9518,24.5118
W2p1p3_6310,134.44913679999985 -1.9008926439999811,0.260143,0.0196,-0.0038,1.0886,6.7,24.5498,24.0842,23.8467,23.6384,23.2731
W2p1p3_6311,134.90221609999978 -1.9008118420000035,0.703689,0.0197,0.0195,0.9533,4.0,26.8417,26.8291,25.5917,24.235,23.2111
W2p1p3_6315,134.43931540000014 -1.9010358290000058,0.0199796,0.0196,-0.0044,2.2393,26.2,24.377,23.7376,22.6973,22.1198,21.8885
W2p1p3_6319,134.59676299999998 -1.9008302040000236,0.361686,0.0244,0.0049,0.796,8.5,99.0,25.4843,23.8896,23.3473,22.8886
W2p1p3_6321,134.65016489999994 -1.9007639189999772,0.656536,0.0258,0.0048,2.5203,7.3,99.0,24.9012,24.1732,24.0605,23.7469
W2p1p3_6322,134.67241760000002 -1.9007517689999838,0.597993,0.0265,0.0049,0.653,7.9,26.7763,25.4862,24.7433,23.5371,22.9834
W2p1p3_6326,134.77626730000011 -1.9007123019999772,0.549669,0.0248,0.0085,3.1366,5.8,25.7362,25.3253,24.9952,24.0274,23.6053
W2p1p3_6329,134.38063579999977 -1.9007312160000156,0.707342,0.016,-0.0079,0.7844,4.4,25.9292,25.3099,24.7193,24.2203,24.117
W2p1p3_6338,134.01178459999988 -1.90062443900001,0.115547,0.0156,-0.071,0.8529,5.2,24.6647,24.3542,24.2863,24.0674,24.1399
W2p1p3_6346,134.72946889999983 -1.9006122980000206,0.520832,-0.0062,0.0049,1.5115,4.5,25.292,24.9347,24.8478,24.268,99.0
W2p1p3_6350,134.78319270000026 -1.9005714730000105,0.532212,0.0348,0.008,0.9512,4.6,25.4677,25.682,24.9623,24.0353,24.0623
W2p1p3_6352,134.47174010000006 -1.900522448999988,0.463335,0.0196,-0.0026,0.9397,5.0,24.5183,24.1822,24.1691,24.0703,23.8756
W2p1p3_6355,134.76157539999974 -1.900485623000019,0.664082,0.0249,0.0082,0.683,3.7,99.0,99.0,99.0,24.1679,22.8598
